market,alpha,model,hour,LR_UC,critical_value,p_value,passed,result
MGP_CNOR,0.4,CP,0,1.4131332921750186,3.841458820694124,0.2345369445705855,True,Fail to reject H0
MGP_CNOR,0.4,CP,1,0.3058346692276075,3.841458820694124,0.5802475181059126,True,Fail to reject H0
MGP_CNOR,0.4,CP,2,0.38368061640161955,3.841458820694124,0.5356399854234237,True,Fail to reject H0
MGP_CNOR,0.4,CP,3,1.0991067753956827,3.841458820694124,0.2944622133466658,True,Fail to reject H0
MGP_CNOR,0.4,CP,4,2.187280223345084,3.841458820694124,0.13915484240056042,True,Fail to reject H0
MGP_CNOR,0.4,CP,5,1.880046093631364,3.841458820694124,0.17032890898862574,True,Fail to reject H0
MGP_CNOR,0.4,CP,6,0.03683557680884064,3.841458820694124,0.8478001968233541,True,Fail to reject H0
MGP_CNOR,0.4,CP,7,0.00045406397040892443,3.841458820694124,0.9829993425239941,True,Fail to reject H0
MGP_CNOR,0.4,CP,8,0.1644277765089157,3.841458820694124,0.6851122598622394,True,Fail to reject H0
MGP_CNOR,0.4,CP,9,0.8854759412662361,3.841458820694124,0.3467062366561773,True,Fail to reject H0
MGP_CNOR,0.4,CP,10,0.43447282871855464,3.841458820694124,0.5098023213984518,True,Fail to reject H0
MGP_CNOR,0.4,CP,11,0.0548601362052068,3.841458820694124,0.8148123200705817,True,Fail to reject H0
MGP_CNOR,0.4,CP,12,0.08920285643506531,3.841458820694124,0.7651930149728867,True,Fail to reject H0
MGP_CNOR,0.4,CP,13,0.38368061640161955,3.841458820694124,0.5356399854234237,True,Fail to reject H0
MGP_CNOR,0.4,CP,14,0.00045406397040892443,3.841458820694124,0.9829993425239941,True,Fail to reject H0
MGP_CNOR,0.4,CP,15,0.1644277765089157,3.841458820694124,0.6851122598622394,True,Fail to reject H0
MGP_CNOR,0.4,CP,16,0.00045406397040892443,3.841458820694124,0.9829993425239941,True,Fail to reject H0
MGP_CNOR,0.4,CP,17,0.1159834700680733,3.841458820694124,0.7334322415771246,True,Fail to reject H0
MGP_CNOR,0.4,CP,18,0.7589615916132288,3.841458820694124,0.38365368536102473,True,Fail to reject H0
MGP_CNOR,0.4,CP,19,0.43447282871855464,3.841458820694124,0.5098023213984518,True,Fail to reject H0
MGP_CNOR,0.4,CP,20,0.7589615916132288,3.841458820694124,0.38365368536102473,True,Fail to reject H0
MGP_CNOR,0.4,CP,21,0.1159834700680733,3.841458820694124,0.7334322415771246,True,Fail to reject H0
MGP_CNOR,0.4,CP,22,3.7160531851551752,3.841458820694124,0.05389161619604965,True,Fail to reject H0
MGP_CNOR,0.4,CP,23,1.960447253482556,3.841458820694124,0.16146549359323115,True,Fail to reject H0
MGP_CNOR,0.4,QRA,0,0.6950716398095551,3.841458820694124,0.4044446664826895,True,Fail to reject H0
MGP_CNOR,0.4,QRA,1,0.43447282871855464,3.841458820694124,0.5098023213984518,True,Fail to reject H0
MGP_CNOR,0.4,QRA,2,1.1728010988517212,3.841458820694124,0.27882643679464614,True,Fail to reject H0
MGP_CNOR,0.4,QRA,3,0.0548601362052068,3.841458820694124,0.8148123200705817,True,Fail to reject H0
MGP_CNOR,0.4,QRA,4,0.43447282871855464,3.841458820694124,0.5098023213984518,True,Fail to reject H0
MGP_CNOR,0.4,QRA,5,0.38368061640161955,3.841458820694124,0.5356399854234237,True,Fail to reject H0
MGP_CNOR,0.4,QRA,6,0.3058346692276075,3.841458820694124,0.5802475181059126,True,Fail to reject H0
MGP_CNOR,0.4,QRA,7,1.960447253482556,3.841458820694124,0.16146549359323115,True,Fail to reject H0
MGP_CNOR,0.4,QRA,8,22.662326617615633,3.841458820694124,1.931173146507703e-06,False,Reject H0
MGP_CNOR,0.4,QRA,9,15.389861896053844,3.841458820694124,8.745625707273774e-05,False,Reject H0
MGP_CNOR,0.4,QRA,10,10.171212394593084,3.841458820694124,0.0014265044107127922,False,Reject H0
MGP_CNOR,0.4,QRA,11,17.95345082872717,3.841458820694124,2.2637363581323733e-05,False,Reject H0
MGP_CNOR,0.4,QRA,12,7.669196190410247,3.841458820694124,0.0056171474629270746,False,Reject H0
MGP_CNOR,0.4,QRA,13,10.171212394593084,3.841458820694124,0.0014265044107127922,False,Reject H0
MGP_CNOR,0.4,QRA,14,23.66960014587596,3.841458820694124,1.143750492427209e-06,False,Reject H0
MGP_CNOR,0.4,QRA,15,17.95345082872717,3.841458820694124,2.2637363581323733e-05,False,Reject H0
MGP_CNOR,0.4,QRA,16,10.851305455216277,3.841458820694124,0.0009872613367306604,False,Reject H0
MGP_CNOR,0.4,QRA,17,8.26192603776579,3.841458820694124,0.004048515312340739,False,Reject H0
MGP_CNOR,0.4,QRA,18,7.669196190410247,3.841458820694124,0.0056171474629270746,False,Reject H0
MGP_CNOR,0.4,QRA,19,12.276939315212928,3.841458820694124,0.00045858985667945884,False,Reject H0
MGP_CNOR,0.4,QRA,20,16.222590747137048,3.841458820694124,5.631850578369235e-05,False,Reject H0
MGP_CNOR,0.4,QRA,21,0.00045406397040892443,3.841458820694124,0.9829993425239941,True,Fail to reject H0
MGP_CNOR,0.4,QRA,22,5.500982184635177,3.841458820694124,0.019005795768331835,False,Reject H0
MGP_CNOR,0.4,QRA,23,6.023447916563072,3.841458820694124,0.014117040579512352,False,Reject H0
MGP_CNOR,0.4,Norm,0,4.528751996294375,3.841458820694124,0.03332991543111108,False,Reject H0
