market,alpha,model,hour,LR_UC,critical_value,p_value,passed,result
MGP_NORD,0.6,CP,0,1.1728010988517212,3.841458820694124,0.27882643679464614,True,Fail to reject H0
MGP_NORD,0.6,CP,1,1.6756932123606703,3.841458820694124,0.19549770758963292,True,Fail to reject H0
MGP_NORD,0.6,CP,2,0.5855288051101297,3.841458820694124,0.4441533291377072,True,Fail to reject H0
MGP_NORD,0.6,CP,3,1.9604472534825277,3.841458820694124,0.16146549359323414,True,Fail to reject H0
MGP_NORD,0.6,CP,4,2.9475595668890264,3.841458820694124,0.08600734663463272,True,Fail to reject H0
MGP_NORD,0.6,CP,5,2.596410461267567,3.841458820694124,0.10710605159601838,True,Fail to reject H0
MGP_NORD,0.6,CP,6,0.0548601362052068,3.841458820694124,0.8148123200705817,True,Fail to reject H0
MGP_NORD,0.6,CP,7,1.6756932123606703,3.841458820694124,0.19549770758963292,True,Fail to reject H0
MGP_NORD,0.6,CP,8,4.133346038213915,3.841458820694124,0.042046136738561724,False,Reject H0
MGP_NORD,0.6,CP,9,1.6756932123606703,3.841458820694124,0.19549770758963292,True,Fail to reject H0
MGP_NORD,0.6,CP,10,1.9604472534825277,3.841458820694124,0.16146549359323414,True,Fail to reject H0
MGP_NORD,0.6,CP,11,1.4131332921750186,3.841458820694124,0.2345369445705855,True,Fail to reject H0
MGP_NORD,0.6,CP,12,2.596410461267567,3.841458820694124,0.10710605159601838,True,Fail to reject H0
MGP_NORD,0.6,CP,13,3.7160531851552037,3.841458820694124,0.053891616196048986,True,Fail to reject H0
MGP_NORD,0.6,CP,14,1.4131332921750186,3.841458820694124,0.2345369445705855,True,Fail to reject H0
MGP_NORD,0.6,CP,15,0.19965685851462922,3.841458820694124,0.6549979625976918,True,Fail to reject H0
MGP_NORD,0.6,CP,16,0.7589615916132288,3.841458820694124,0.38365368536102473,True,Fail to reject H0
MGP_NORD,0.6,CP,17,0.5855288051101297,3.841458820694124,0.4441533291377072,True,Fail to reject H0
MGP_NORD,0.6,CP,18,0.01633406600467424,3.841458820694124,0.8983034541497561,True,Fail to reject H0
MGP_NORD,0.6,CP,19,0.0004540639703805027,3.841458820694124,0.982999342524526,True,Fail to reject H0
