market,alpha,model,hour,LR_UC,critical_value,p_value,passed,result
MGP_SARD,0.6,CP,0,0.16442777650894413,3.841458820694124,0.6851122598622138,True,Fail to reject H0
MGP_SARD,0.6,CP,1,2.5180991232946326,3.841458820694124,0.11254617883041651,True,Fail to reject H0
MGP_SARD,0.6,CP,2,2.1872802233450557,3.841458820694124,0.13915484240056286,True,Fail to reject H0
MGP_SARD,0.6,CP,3,0.8854759412662361,3.841458820694124,0.3467062366561773,True,Fail to reject H0
MGP_SARD,0.6,CP,4,0.8854759412662361,3.841458820694124,0.3467062366561773,True,Fail to reject H0
MGP_SARD,0.6,CP,5,0.38368061640164797,3.841458820694124,0.5356399854234085,True,Fail to reject H0
MGP_SARD,0.6,CP,6,0.007270549447639496,3.841458820694124,0.9320487151718381,True,Fail to reject H0
MGP_SARD,0.6,CP,7,0.0004540639703805027,3.841458820694124,0.982999342524526,True,Fail to reject H0
MGP_SARD,0.6,CP,8,1.3360319588780953,3.841458820694124,0.24773495430133785,True,Fail to reject H0
MGP_SARD,0.6,CP,9,0.5278279096305596,3.841458820694124,0.46752148553659834,True,Fail to reject H0
MGP_SARD,0.6,CP,10,0.5278279096305596,3.841458820694124,0.46752148553659834,True,Fail to reject H0
MGP_SARD,0.6,CP,11,0.695071639809612,3.841458820694124,0.4044446664826704,True,Fail to reject H0
MGP_SARD,0.6,CP,12,0.26256742564839897,3.841458820694124,0.6083617603525977,True,Fail to reject H0
MGP_SARD,0.6,CP,13,0.01633406600467424,3.841458820694124,0.8983034541497561,True,Fail to reject H0
MGP_SARD,0.6,CP,14,0.0004540639703805027,3.841458820694124,0.982999342524526,True,Fail to reject H0
MGP_SARD,0.6,CP,15,0.26256742564839897,3.841458820694124,0.6083617603525977,True,Fail to reject H0
MGP_SARD,0.6,CP,16,0.695071639809612,3.841458820694124,0.4044446664826704,True,Fail to reject H0
MGP_SARD,0.6,CP,17,0.5278279096305596,3.841458820694124,0.46752148553659834,True,Fail to reject H0
MGP_SARD,0.6,CP,18,1.596321192930759,3.841458820694124,0.206425331435528,True,Fail to reject H0
MGP_SARD,0.6,CP,19,0.03683557680892591,3.841458820694124,0.8478001968231801,True,Fail to reject H0
MGP_SARD,0.6,CP,20,0.38368061640164797,3.841458820694124,0.5356399854234085,True,Fail to reject H0
MGP_SARD,0.6,CP,21,1.0991067753956258,3.841458820694124,0.2944622133466783,True,Fail to reject H0
MGP_SARD,0.6,CP,22,1.8800460936313357,3.841458820694124,0.17032890898862907,True,Fail to reject H0
MGP_SARD,0.6,CP,23,1.0991067753956258,3.841458820694124,0.2944622133466783,True,Fail to reject H0
MGP_SARD,0.6,QRA,0,0.11598347006804488,3.841458820694124,0.7334322415771561,True,Fail to reject H0
MGP_SARD,0.6,QRA,1,2.5180991232946326,3.841458820694124,0.11254617883041651,True,Fail to reject H0
MGP_SARD,0.6,QRA,2,2.1872802233450557,3.841458820694124,0.13915484240056286,True,Fail to reject H0
MGP_SARD,0.6,QRA,3,1.8800460936313357,3.841458820694124,0.17032890898862907,True,Fail to reject H0
MGP_SARD,0.6,QRA,4,2.1872802233450557,3.841458820694124,0.13915484240056286,True,Fail to reject H0
MGP_SARD,0.6,QRA,5,0.26256742564839897,3.841458820694124,0.6083617603525977,True,Fail to reject H0
MGP_SARD,0.6,QRA,6,0.26256742564839897,3.841458820694124,0.6083617603525977,True,Fail to reject H0
MGP_SARD,0.6,QRA,7,2.5180991232946326,3.841458820694124,0.11254617883041651,True,Fail to reject H0
MGP_SARD,0.6,QRA,8,17.76815574273803,3.841458820694124,2.495248346234824e-05,False,Reject H0
MGP_SARD,0.6,QRA,9,1.596321192930759,3.841458820694124,0.206425331435528,True,Fail to reject H0
MGP_SARD,0.6,QRA,10,2.8725803473112137,3.841458820694124,0.09010030688641935,True,Fail to reject H0
MGP_SARD,0.6,QRA,11,5.00278110970828,3.841458820694124,0.025306623336143752,False,Reject H0
MGP_SARD,0.6,QRA,12,7.737395247492202,3.841458820694124,0.005408876700516707,False,Reject H0
MGP_SARD,0.6,QRA,13,17.76815574273803,3.841458820694124,2.495248346234824e-05,False,Reject H0
MGP_SARD,0.6,QRA,14,33.548870934266176,3.841458820694124,6.949570363623536e-09,False,Reject H0
MGP_SARD,0.6,QRA,15,24.988743883830125,3.841458820694124,5.76659895612508e-07,False,Reject H0
MGP_SARD,0.6,QRA,16,7.737395247492202,3.841458820694124,0.005408876700516707,False,Reject H0
MGP_SARD,0.6,QRA,17,13.400980479033308,3.841458820694124,0.00025149280340586166,False,Reject H0
MGP_SARD,0.6,QRA,18,15.94352326645327,3.841458820694124,6.526069150059044e-05,False,Reject H0
MGP_SARD,0.6,QRA,19,5.00278110970828,3.841458820694124,0.025306623336143752,False,Reject H0
MGP_SARD,0.6,QRA,20,4.07880443455673,3.841458820694124,0.04342437409171551,False,Reject H0
MGP_SARD,0.6,QRA,21,3.3207826489632453,3.841458820694124,0.06840925522756613,True,Fail to reject H0
MGP_SARD,0.6,QRA,22,7.6691961904102754,3.841458820694124,0.0056171474629269635,False,Reject H0
MGP_SARD,0.6,QRA,23,0.7589615916132288,3.841458820694124,0.38365368536102473,True,Fail to reject H0
MGP_SARD,0.6,Norm,0,3.7160531851552037,3.841458820694124,0.053891616196048986,True,Fail to reject H0
MGP_SARD,0.6,Norm,1,0.16442777650894413,3.841458820694124,0.6851122598622138,True,Fail to reject H0
MGP_SARD,0.6,Norm,2,0.695071639809612,3.841458820694124,0.4044446664826704,True,Fail to reject H0
MGP_SARD,0.6,Norm,3,0.38368061640164797,3.841458820694124,0.5356399854234085,True,Fail to reject H0
MGP_SARD,0.6,Norm,4,0.26256742564839897,3.841458820694124,0.6083617603525977,True,Fail to reject H0
MGP_SARD,0.6,Norm,5,0.0548601362052068,3.841458820694124,0.8148123200705817,True,Fail to reject H0
MGP_SARD,0.6,Norm,6,4.133346038213915,3.841458820694124,0.042046136738561724,False,Reject H0
MGP_SARD,0.6,Norm,7,2.596410461267567,3.841458820694124,0.10710605159601838,True,Fail to reject H0
MGP_SARD,0.6,Norm,8,1.9604472534825277,3.841458820694124,0.16146549359323414,True,Fail to reject H0
MGP_SARD,0.6,Norm,9,9.512945193498581,3.841458820694124,0.002040274374825235,False,Reject H0
MGP_SARD,0.6,Norm,10,6.549361087447153,3.841458820694124,0.010492182902943625,False,Reject H0
MGP_SARD,0.6,Norm,11,2.2673632493160767,3.841458820694124,0.13212452542606834,True,Fail to reject H0
MGP_SARD,0.6,Norm,12,0.4344728287185262,3.841458820694124,0.5098023213984657,True,Fail to reject H0
MGP_SARD,0.6,Norm,13,1.1728010988517212,3.841458820694124,0.27882643679464614,True,Fail to reject H0
MGP_SARD,0.6,Norm,14,6.549361087447153,3.841458820694124,0.010492182902943625,False,Reject H0
MGP_SARD,0.6,Norm,15,0.007270549447639496,3.841458820694124,0.9320487151718381,True,Fail to reject H0
MGP_SARD,0.6,Norm,16,0.7589615916132288,3.841458820694124,0.38365368536102473,True,Fail to reject H0
