hour,CP,QRA,Norm,Jsu,Stu,QR,CQN,CQJ,CQS,CQR,OCQN,OCQJ,OCQS,OCQR
0,0.2153,0.2044,0.2561,0.188,0.2016,0.1853,0.2153,0.1907,0.2016,0.1935,0.1989,0.2016,0.1989,0.2044
1,0.158,0.2016,0.1662,0.1689,0.1471,0.1471,0.1635,0.188,0.1635,0.1744,0.2071,0.218,0.1962,0.1907
2,0.1907,0.1771,0.1853,0.1717,0.1499,0.1526,0.188,0.1853,0.188,0.1798,0.2016,0.1989,0.188,0.2125
3,0.1826,0.1471,0.2071,0.1635,0.1499,0.1471,0.1962,0.1853,0.1717,0.1962,0.2125,0.2234,0.2098,0.2016
4,0.1935,0.1717,0.1989,0.1499,0.158,0.1635,0.2016,0.1771,0.1635,0.1935,0.2071,0.2153,0.2098,0.2098
5,0.1935,0.2071,0.188,0.1935,0.1553,0.1717,0.1689,0.1935,0.1907,0.1989,0.1962,0.1935,0.2044,0.2098
6,0.2016,0.1717,0.2262,0.1635,0.1935,0.1662,0.2316,0.1798,0.1989,0.1853,0.2234,0.2125,0.218,0.2371
7,0.2044,0.1826,0.2371,0.1662,0.2044,0.1744,0.2262,0.1935,0.1989,0.1689,0.1962,0.1907,0.1907,0.1989
8,0.1771,0.1335,0.2289,0.1771,0.158,0.1689,0.1989,0.1826,0.1771,0.1662,0.188,0.1853,0.1744,0.1717
9,0.2016,0.1689,0.2698,0.2125,0.188,0.2016,0.2098,0.2044,0.1907,0.1989,0.1935,0.1853,0.188,0.1798
10,0.1744,0.1499,0.2289,0.1935,0.1798,0.1935,0.218,0.1907,0.1826,0.1962,0.1826,0.1935,0.1962,0.1962
11,0.1826,0.1635,0.2098,0.1989,0.1907,0.158,0.1962,0.1935,0.1744,0.1798,0.1907,0.1826,0.188,0.1798
12,0.2016,0.1635,0.1853,0.1553,0.1717,0.1199,0.1826,0.1853,0.1826,0.1635,0.2044,0.1962,0.1826,0.1962
13,0.1989,0.1608,0.2071,0.188,0.1689,0.1335,0.1962,0.1935,0.1853,0.1717,0.2153,0.2098,0.1907,0.2125
14,0.1853,0.1444,0.248,0.158,0.1744,0.1308,0.218,0.1635,0.158,0.188,0.2071,0.1989,0.1907,0.2044
15,0.1935,0.1499,0.2098,0.1717,0.158,0.1362,0.2125,0.188,0.1635,0.1717,0.2071,0.1935,0.2016,0.2016
16,0.1853,0.1499,0.2289,0.1689,0.1935,0.1907,0.2044,0.1689,0.1853,0.2044,0.2071,0.1935,0.1989,0.2153
17,0.1962,0.1335,0.2452,0.1771,0.1826,0.1962,0.2153,0.1935,0.1771,0.2016,0.218,0.2016,0.1989,0.2098
18,0.1689,0.1526,0.248,0.2044,0.1798,0.1608,0.1962,0.1853,0.1826,0.1662,0.2044,0.1771,0.1826,0.1798
19,0.2234,0.1962,0.2425,0.2289,0.1907,0.1935,0.2153,0.2262,0.1962,0.188,0.218,0.2016,0.2125,0.218
20,0.1907,0.1717,0.2589,0.1717,0.1907,0.2044,0.218,0.1935,0.1962,0.1962,0.2044,0.1935,0.1935,0.2153
21,0.2016,0.2044,0.2834,0.1798,0.1826,0.1989,0.2425,0.1798,0.1962,0.218,0.2153,0.1907,0.2071,0.2044
22,0.1689,0.2316,0.2044,0.1907,0.1717,0.1853,0.1907,0.1798,0.1771,0.188,0.1826,0.1907,0.1771,0.188
23,0.1907,0.2098,0.2371,0.1907,0.1689,0.1771,0.1989,0.1744,0.188,0.2098,0.2125,0.188,0.2016,0.2098
