hour,CP,QRA,Norm,Jsu,Stu,QR,CQN,CQJ,CQS,CQR,OCQN,OCQJ,OCQS,OCQR
0,0.3542,0.436,0.4278,0.3351,0.2943,0.346,0.3924,0.3433,0.3215,0.3515,0.3978,0.3706,0.3597,0.3651
1,0.3351,0.4169,0.4087,0.2916,0.327,0.3134,0.3951,0.3433,0.3188,0.327,0.3924,0.3869,0.3815,0.3787
2,0.3678,0.4387,0.4305,0.3243,0.3569,0.3324,0.3869,0.3188,0.3433,0.3433,0.3651,0.3597,0.3651,0.3706
3,0.3924,0.4278,0.4087,0.3733,0.3079,0.346,0.3815,0.3678,0.3488,0.3542,0.3678,0.3733,0.376,0.3651
4,0.3978,0.4251,0.4005,0.3161,0.2943,0.3161,0.3787,0.3433,0.327,0.3406,0.3706,0.3597,0.3733,0.3678
5,0.3569,0.4223,0.3787,0.3215,0.3161,0.3297,0.3678,0.3406,0.3243,0.3515,0.3706,0.3624,0.3651,0.3733
6,0.3842,0.4196,0.3951,0.3597,0.3297,0.3297,0.3787,0.3624,0.3569,0.3624,0.3978,0.3924,0.3924,0.4005
7,0.3706,0.3351,0.4169,0.346,0.346,0.3433,0.3951,0.346,0.346,0.3597,0.3706,0.3597,0.3678,0.3542
8,0.3733,0.2807,0.4523,0.3678,0.3651,0.346,0.4005,0.3651,0.3706,0.3569,0.3896,0.3733,0.3733,0.3869
9,0.3624,0.3243,0.4387,0.3488,0.3406,0.327,0.3815,0.3542,0.3597,0.3542,0.3733,0.3815,0.3706,0.3787
10,0.3733,0.3433,0.4169,0.3052,0.3351,0.3106,0.3706,0.3243,0.3569,0.3351,0.3815,0.3733,0.3869,0.3733
11,0.376,0.2943,0.3624,0.3079,0.2997,0.3161,0.3706,0.3515,0.346,0.3433,0.4114,0.3787,0.3924,0.3842
12,0.3787,0.3134,0.3651,0.3379,0.3188,0.327,0.376,0.3351,0.3569,0.3488,0.3978,0.406,0.4223,0.4142
13,0.3787,0.3052,0.3815,0.3324,0.3324,0.3025,0.3787,0.3379,0.3433,0.3542,0.406,0.406,0.4142,0.406
14,0.4033,0.3079,0.3678,0.3324,0.3134,0.3324,0.376,0.3624,0.3515,0.3542,0.4087,0.3896,0.4005,0.3978
15,0.3787,0.3161,0.3924,0.3488,0.3297,0.3324,0.3569,0.3569,0.346,0.3488,0.3978,0.3924,0.3815,0.3869
16,0.3787,0.3542,0.4196,0.4033,0.3406,0.3597,0.3815,0.3678,0.3569,0.3515,0.3869,0.3842,0.3951,0.3733
17,0.376,0.3787,0.4741,0.3951,0.3706,0.3951,0.406,0.3706,0.3678,0.3624,0.3951,0.3842,0.3678,0.376
18,0.3651,0.3706,0.5477,0.3978,0.3924,0.4278,0.4305,0.3569,0.3869,0.3951,0.376,0.3706,0.3896,0.3787
19,0.4005,0.3215,0.5395,0.4523,0.4332,0.4087,0.4605,0.4196,0.3951,0.4114,0.3896,0.4033,0.4087,0.4114
20,0.3978,0.327,0.5858,0.4632,0.3924,0.4469,0.4714,0.4278,0.3624,0.4441,0.4114,0.4033,0.3842,0.4114
21,0.3869,0.4332,0.594,0.4469,0.4114,0.455,0.5014,0.4033,0.3733,0.4196,0.4223,0.3624,0.3706,0.3924
22,0.4087,0.4823,0.5313,0.4196,0.3488,0.4278,0.4332,0.3842,0.3624,0.3815,0.3733,0.3706,0.3787,0.3787
23,0.3515,0.4905,0.5177,0.4169,0.3706,0.4251,0.4305,0.3733,0.3488,0.4005,0.3815,0.3624,0.376,0.3733
